id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,positionType,season,team
8473493,https://assets.nhle.com/mugs/nhl/20112012/ANA/8473493.png,Ben,Maxwell,14.0,C,L,73,195,185,88,1988-03-30,North Vancouver,CAN,BC,forwards,20112012,ANA
8474646,https://assets.nhle.com/mugs/nhl/20112012/ANA/8474646.png,Brandon,McMillan,64.0,C,L,71,190,180,86,1990-03-22,Richmond,CAN,BC,forwards,20112012,ANA
8471689,https://assets.nhle.com/mugs/nhl/20112012/ANA/8471689.png,Ryan,O'Marra,42.0,C,R,74,220,188,100,1987-06-09,Tokyo,JPN,,forwards,20112012,ANA
8475151,https://assets.nhle.com/mugs/nhl/20112012/ANA/8475151.png,Kyle,Palmieri,21.0,R,R,71,198,180,90,1991-02-01,Smithtown,USA,NY,forwards,20112012,ANA
8468095,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468095.png,George,Parros,16.0,R,R,77,224,196,102,1979-12-29,Washington,USA,PA,forwards,20112012,ANA
8472355,https://assets.nhle.com/mugs/nhl/20112012/ANA/8472355.png,Rod,Pelley,14.0,C,L,72,205,183,93,1984-09-01,Kitimat,CAN,BC,forwards,20112012,ANA
8470621,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470621.png,Corey,Perry,10.0,R,R,75,208,191,94,1985-05-16,Peterborough,CAN,ON,forwards,20112012,ANA
8471676,https://assets.nhle.com/mugs/nhl/20112012/ANA/8471676.png,Bobby,Ryan,9.0,R,R,74,208,188,94,1987-03-17,Cherry Hill,USA,NJ,forwards,20112012,ANA
8457981,https://assets.nhle.com/mugs/nhl/20112012/ANA/8457981.png,Teemu,Selanne,8.0,R,R,72,209,183,95,1970-07-03,Helsinki,FIN,,forwards,20112012,ANA
8475758,https://assets.nhle.com/mugs/nhl/20112012/ANA/8475758.png,Devante,Smith-Pelly,12.0,R,R,72,223,183,101,1992-06-14,Scarborough,CAN,ON,forwards,20112012,ANA
8467400,https://assets.nhle.com/mugs/nhl/20112012/ANA/8467400.png,Francois,Beauchemin,23.0,D,L,71,208,180,94,1980-06-04,Sorel,CAN,QC,defensemen,20112012,ANA
8469992,https://assets.nhle.com/mugs/nhl/20112012/ANA/8469992.png,Sheldon,Brookbank,21.0,D,R,73,202,185,92,1980-10-03,Lanigan,CAN,SK,defensemen,20112012,ANA
8475162,https://assets.nhle.com/mugs/nhl/20112012/ANA/8475162.png,Mat,Clark,37.0,D,R,75,225,191,102,1990-10-17,Wheat Ridge,USA,CO,defensemen,20112012,ANA
8468520,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468520.png,Kurtis,Foster,6.0,D,R,77,225,196,102,1981-11-24,Carp,CAN,ON,defensemen,20112012,ANA
8475764,https://assets.nhle.com/mugs/nhl/20112012/ANA/8475764.png,Cam,Fowler,4.0,D,L,74,215,188,98,1991-12-05,Windsor,CAN,ON,defensemen,20112012,ANA
8470317,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470317.png,Nate,Guenin,34.0,D,R,75,207,191,94,1982-12-10,Aliquippa,USA,PA,defensemen,20112012,ANA
8465042,https://assets.nhle.com/mugs/nhl/20112012/ANA/8465042.png,Toni,Lydman,32.0,D,L,74,213,188,97,1977-09-25,Lahti,FIN,,defensemen,20112012,ANA
8474579,https://assets.nhle.com/mugs/nhl/20112012/ANA/8474579.png,Luca,Sbisa,5.0,D,L,75,206,191,93,1990-01-30,Ozieri,ITA,,defensemen,20112012,ANA
8468598,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468598.png,Lubomir,Visnovsky,11.0,D,L,70,192,178,87,1976-08-11,Topolcany,SVK,,defensemen,20112012,ANA
8470074,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470074.png,Jeff,Deslauriers,43.0,G,R,76,203,193,92,1984-05-15,Saint-Jean-sur-Richelieu,CAN,QC,goalies,20112012,ANA
8468540,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468540.png,Dan,Ellis,38.0,G,L,73,195,185,88,1980-06-19,Saskatoon,CAN,SK,goalies,20112012,ANA
8473972,https://assets.nhle.com/mugs/nhl/20112012/ANA/8473972.png,Jonas,Hiller,1.0,G,R,74,191,188,87,1982-02-12,Felben Wellhausen,CHE,,goalies,20112012,ANA
8476243,https://assets.nhle.com/mugs/nhl/20112012/ANA/8476243.png,Iiro,Tarkki,31.0,G,L,74,190,188,86,1985-07-01,Rauma,FIN,,goalies,20112012,ANA
8470638,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470638.png,Patrice,Bergeron,37.0,C,R,73,196,185,89,1985-07-24,L'Ancienne-Lorette,CAN,QC,forwards,20112012,BOS
8470169,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470169.png,Gregory,Campbell,11.0,C,L,72,188,183,85,1983-12-17,London,CAN,ON,forwards,20112012,BOS
8476211,https://assets.nhle.com/mugs/nhl/20112012/BOS/8476211.png,Carter,Camper,58.0,C,R,69,176,175,80,1988-07-06,Cleveland,USA,OH,forwards,20112012,BOS
8475150,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475150.png,Jordan,Caron,38.0,R,L,75,204,191,93,1990-11-02,Sayabec,CAN,QC,forwards,20112012,BOS
8474045,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474045.png,Zach,Hamill,52.0,C,R,71,180,180,82,1988-09-23,Vancouver,CAN,BC,forwards,20112012,BOS
8470636,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470636.png,Josh,Hennessy,62.0,C,L,72,200,183,91,1985-02-07,Brockton,USA,MA,forwards,20112012,BOS
8470596,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470596.png,Nathan,Horton,18.0,R,R,74,229,188,104,1985-05-29,Welland,CAN,ON,forwards,20112012,BOS
8467967,https://assets.nhle.com/mugs/nhl/20112012/BOS/8467967.png,Chris,Kelly,23.0,C,L,72,190,183,86,1980-11-11,Toronto,CAN,ON,forwards,20112012,BOS
8471276,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471276.png,David,Krejci,46.0,C,R,72,192,183,87,1986-04-28,Sternberk,CZE,,forwards,20112012,BOS
8473473,https://assets.nhle.com/mugs/nhl/20112012/BOS/8473473.png,Milan,Lucic,17.0,L,L,75,240,191,109,1988-06-07,Vancouver,CAN,BC,forwards,20112012,BOS
8475283,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475283.png,Lane,MacDermid,64.0,L,L,75,215,191,98,1989-08-25,Hartford,USA,CT,forwards,20112012,BOS
8473419,https://assets.nhle.com/mugs/nhl/20112012/BOS/8473419.png,Brad,Marchand,63.0,L,L,69,176,175,80,1988-05-11,Halifax,CAN,NS,forwards,20112012,BOS
8470230,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470230.png,Daniel,Paille,20.0,L,L,73,200,185,91,1984-04-15,Welland,CAN,ON,forwards,20112012,BOS
8471514,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471514.png,Rich,Peverley,49.0,C,R,71,195,180,88,1982-07-08,Kingston,CAN,ON,forwards,20112012,BOS
8471678,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471678.png,Benoit,Pouliot,67.0,L,L,75,200,191,91,1986-09-29,Alfred,CAN,ON,forwards,20112012,BOS
8458525,https://assets.nhle.com/mugs/nhl/20112012/BOS/8458525.png,Brian,Rolston,12.0,R,L,74,215,188,98,1973-02-21,Flint,USA,MI,forwards,20112012,BOS
8474607,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474607.png,Max,Sauve,74.0,C,L,72,185,183,84,1990-01-30,Tours,FRA,,forwards,20112012,BOS
8475794,https://assets.nhle.com/mugs/nhl/20112012/BOS/8475794.png,Tyler,Seguin,19.0,C,R,73,205,185,93,1992-01-31,Brampton,CAN,ON,forwards,20112012,BOS
8465978,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465978.png,Shawn,Thornton,22.0,L,R,74,217,188,98,1977-07-23,Oshawa,CAN,ON,forwards,20112012,BOS
8465056,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465056.png,Trent,Whitfield,42.0,C,L,71,209,180,95,1977-06-17,Alameda,CAN,SK,forwards,20112012,BOS
8474749,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474749.png,Matt,Bartkowski,43.0,D,L,73,201,185,91,1988-06-04,Pittsburgh,USA,PA,defensemen,20112012,BOS
8470187,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470187.png,Johnny,Boychuk,55.0,D,R,74,227,188,103,1984-01-19,Edmonton,CAN,AB,defensemen,20112012,BOS
8465009,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465009.png,Zdeno,Chara,33.0,D,L,81,250,206,113,1977-03-18,Trencin,SVK,,defensemen,20112012,BOS
8466215,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466215.png,Joe,Corvo,14.0,D,R,72,204,183,93,1977-06-20,Oak Park,USA,IL,defensemen,20112012,BOS
8466333,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466333.png,Andrew,Ference,21.0,D,L,71,182,180,83,1979-03-17,Edmonton,CAN,AB,defensemen,20112012,BOS
8474000,https://assets.nhle.com/mugs/nhl/20112012/BOS/8474000.png,Steven,Kampfer,44.0,D,R,71,198,180,90,1988-09-24,Ann Arbor,USA,MI,defensemen,20112012,BOS
8476792,https://assets.nhle.com/mugs/nhl/20112012/BOS/8476792.png,Torey,Krug,47.0,D,L,69,194,175,88,1991-04-12,Livonia,USA,MI,defensemen,20112012,BOS
8471717,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471717.png,Adam,McQuaid,54.0,D,R,76,210,193,95,1986-10-12,Charlottetown,CAN,PE,defensemen,20112012,BOS
8466309,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466309.png,Mike,Mottau,27.0,D,L,72,195,183,88,1978-03-19,Quincy,USA,MA,defensemen,20112012,BOS
8469619,https://assets.nhle.com/mugs/nhl/20112012/BOS/8469619.png,Dennis,Seidenberg,44.0,D,L,72,199,183,90,1981-07-18,Schwenningen,DEU,,defensemen,20112012,BOS
8468636,https://assets.nhle.com/mugs/nhl/20112012/BOS/8468636.png,Greg,Zanon,6.0,D,L,71,201,180,91,1980-06-05,Burnaby,CAN,BC,defensemen,20112012,BOS
8471418,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471418.png,Anton,Khudobin,35.0,G,L,71,210,180,95,1986-05-07,Ust-Kamenogorsk,KAZ,,goalies,20112012,BOS
8471695,https://assets.nhle.com/mugs/nhl/20112012/BOS/8471695.png,Tuukka,Rask,40.0,G,L,75,176,191,80,1987-03-10,Savonlinna,FIN,,goalies,20112012,BOS
8460703,https://assets.nhle.com/mugs/nhl/20112012/BOS/8460703.png,Tim,Thomas,30.0,G,L,71,201,180,91,1974-04-15,Flint,USA,MI,goalies,20112012,BOS
8460612,https://assets.nhle.com/mugs/nhl/20112012/BOS/8460612.png,Marty,Turco,1.0,G,L,71,184,180,83,1975-08-13,Sault Ste. Marie,CAN,ON,goalies,20112012,BOS
8474609,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474609.png,Luke,Adam,72.0,C,L,74,207,188,94,1990-06-18,St. John's,CAN,NL,forwards,20112012,BUF
8468504,https://assets.nhle.com/mugs/nhl/20112012/BUF/8468504.png,Brad,Boyes,22.0,R,R,72,199,183,90,1982-04-17,Mississauga,CAN,ON,forwards,20112012,BUF
8470018,https://assets.nhle.com/mugs/nhl/20112012/BUF/8470018.png,Matt,Ellis,37.0,L,L,72,208,183,94,1981-08-31,Welland,CAN,ON,forwards,20112012,BUF
8474589,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474589.png,Tyler,Ennis,63.0,L,L,69,160,175,73,1989-10-06,Edmonton,CAN,AB,forwards,20112012,BUF
8475220,https://assets.nhle.com/mugs/nhl/20112012/BUF/8475220.png,Marcus,Foligno,82.0,L,L,75,226,191,103,1991-08-10,Buffalo,USA,NY,forwards,20112012,BUF
8468700,https://assets.nhle.com/mugs/nhl/20112012/BUF/8468700.png,Paul,Gaustad,28.0,C,L,77,227,196,103,1982-02-03,Fargo,USA,ND,forwards,20112012,BUF
8471804,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471804.png,Nathan,Gerbe,42.0,L,L,64,176,163,80,1987-07-24,Oxford,USA,MI,forwards,20112012,BUF
8462077,https://assets.nhle.com/mugs/nhl/20112012/BUF/8462077.png,Jochen,Hecht,55.0,C,L,73,198,185,90,1977-06-21,Mannheim,DEU,,forwards,20112012,BUF
8474570,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474570.png,Cody,Hodgson,19.0,C,R,72,191,183,87,1990-02-18,Toronto,CAN,ON,forwards,20112012,BUF
8471388,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471388.png,Patrick,Kaleta,36.0,R,R,73,198,185,90,1986-06-08,Buffalo,USA,NY,forwards,20112012,BUF
8475178,https://assets.nhle.com/mugs/nhl/20112012/BUF/8475178.png,Zack,Kassian,54.0,R,R,75,211,191,96,1991-01-24,Windsor,CAN,ON,forwards,20112012,BUF
8474551,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474551.png,Ville,Leino,23.0,L,L,73,182,185,83,1983-10-06,Savonlinna,FIN,,forwards,20112012,BUF
8469591,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469591.png,Cody,McCormick,8.0,C,R,74,222,188,101,1983-04-18,London,CAN,ON,forwards,20112012,BUF
8469506,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469506.png,Jason,Pominville,29.0,R,R,71,180,180,82,1982-11-30,Repentigny,CAN,QC,forwards,20112012,BUF
8469485,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469485.png,Derek,Roy,9.0,C,L,69,184,175,83,1983-05-04,Ottawa,CAN,ON,forwards,20112012,BUF
8471226,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471226.png,Drew,Stafford,21.0,R,R,74,215,188,98,1985-10-30,Milwaukee,USA,WI,forwards,20112012,BUF
8469582,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469582.png,Colin,Stuart,15.0,L,L,74,205,188,93,1982-07-08,Rochester,USA,MN,forwards,20112012,BUF
8473898,https://assets.nhle.com/mugs/nhl/20112012/BUF/8473898.png,Paul,Szczechura,58.0,C,R,70,186,178,84,1985-11-30,Brantford,CAN,ON,forwards,20112012,BUF
8474130,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474130.png,Corey,Tropp,78.0,R,R,72,192,183,87,1989-07-25,Grosse Pointe Woods,USA,MI,forwards,20112012,BUF
8475102,https://assets.nhle.com/mugs/nhl/20112012/BUF/8475102.png,Travis,Turnbull,65.0,C,R,72,193,183,88,1986-07-07,St. Louis,USA,MO,forwards,20112012,BUF
8470598,https://assets.nhle.com/mugs/nhl/20112012/BUF/8470598.png,Thomas,Vanek,26.0,L,R,74,214,188,97,1984-01-19,Vienna,AUT,,forwards,20112012,BUF
8474500,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474500.png,Derek,Whitmore,71.0,L,L,70,190,178,86,1984-12-17,Rochester,USA,NY,forwards,20112012,BUF
8474113,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474113.png,TJ,Brennan,33.0,D,L,73,216,185,98,1989-04-03,Willingboro,USA,NJ,defensemen,20112012,BUF
8469555,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469555.png,Christian,Ehrhoff,10.0,D,L,74,201,188,91,1982-07-06,Moers,DEU,,defensemen,20112012,BUF
8471701,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471701.png,Joe,Finley,4.0,D,L,80,245,203,111,1987-06-29,Edina,USA,MN,defensemen,20112012,BUF
8471752,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471752.png,Marc-Andre,Gragnani,17.0,D,L,75,205,191,93,1987-03-11,Montréal,CAN,QC,defensemen,20112012,BUF
8467917,https://assets.nhle.com/mugs/nhl/20112012/BUF/8467917.png,Jordan,Leopold,3.0,D,L,73,206,185,93,1980-08-03,Golden Valley,USA,MN,defensemen,20112012,BUF
8475188,https://assets.nhle.com/mugs/nhl/20112012/BUF/8475188.png,Brayden,McNabb,44.0,D,L,76,215,193,98,1991-01-21,Davidson,CAN,SK,defensemen,20112012,BUF
8474574,https://assets.nhle.com/mugs/nhl/20112012/BUF/8474574.png,Tyler,Myers,57.0,D,R,80,229,203,104,1990-02-01,Houston,USA,TX,defensemen,20112012,BUF
8467344,https://assets.nhle.com/mugs/nhl/20112012/BUF/8467344.png,Robyn,Regehr,24.0,D,L,75,222,191,101,1980-04-19,Recife,BRA,,defensemen,20112012,BUF
8471284,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471284.png,Andrej,Sekera,44.0,D,L,72,200,183,91,1986-06-08,Bojnice,SVK,,defensemen,20112012,BUF
8470685,https://assets.nhle.com/mugs/nhl/20112012/BUF/8470685.png,Alexander,Sulzer,52.0,D,L,73,198,185,90,1984-05-30,Kaufbeuren,DEU,,defensemen,20112012,BUF
8473426,https://assets.nhle.com/mugs/nhl/20112012/BUF/8473426.png,Mike,Weber,6.0,D,L,74,217,188,98,1987-12-16,Pittsburgh,USA,PA,defensemen,20112012,BUF
8473523,https://assets.nhle.com/mugs/nhl/20112012/BUF/8473523.png,Jhonas,Enroth,1.0,G,L,70,175,178,79,1988-06-25,Stockholm,SWE,,goalies,20112012,BUF
8469569,https://assets.nhle.com/mugs/nhl/20112012/BUF/8469569.png,Drew,MacIntyre,31.0,G,L,73,190,185,86,1983-06-24,Charlottetown,CAN,PE,goalies,20112012,BUF
8468011,https://assets.nhle.com/mugs/nhl/20112012/BUF/8468011.png,Ryan,Miller,30.0,G,L,74,170,188,77,1980-07-17,East Lansing,USA,MI,goalies,20112012,BUF
8474049,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474049.png,Akim,Aliu,29.0,R,R,76,225,193,102,1989-04-24,Okene,NGA,,forwards,20112012,CGY
8474150,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474150.png,Mikael,Backlund,11.0,C,L,72,206,183,93,1989-03-17,Vasteras,SWE,,forwards,20112012,CGY
8476466,https://assets.nhle.com/mugs/nhl/20112012/CGY/8476466.png,Sven,Baertschi,27.0,L,L,71,190,180,86,1992-10-05,Bern,CHE,,forwards,20112012,CGY
8474642,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474642.png,Lance,Bouma,17.0,C,L,74,208,188,94,1990-03-25,Provost,CAN,AB,forwards,20112012,CGY
8471504,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471504.png,Rene,Bourque,17.0,L,L,74,217,188,98,1981-12-10,Lac La Biche,CAN,AB,forwards,20112012,CGY
8474038,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474038.png,Paul,Byron,32.0,C,L,69,164,175,74,1989-04-27,Ottawa,CAN,ON,forwards,20112012,CGY
8469500,https://assets.nhle.com/mugs/nhl/20112012/CGY/8469500.png,Michael,Cammalleri,13.0,C,L,69,185,175,84,1982-06-08,Toronto,CAN,ON,forwards,20112012,CGY
8471260,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471260.png,Blake,Comeau,17.0,L,R,73,200,185,91,1986-02-18,Meadow Lake,CAN,SK,forwards,20112012,CGY
8470708,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470708.png,Guillaume,Desbiens,26.0,R,R,74,210,188,95,1985-04-20,Alma,CAN,QC,forwards,20112012,CGY
8471185,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471185.png,Curtis,Glencross,20.0,L,L,73,197,185,89,1982-12-28,Kindersley,CAN,SK,forwards,20112012,CGY
8467943,https://assets.nhle.com/mugs/nhl/20112012/CGY/8467943.png,Niklas,Hagman,10.0,L,L,70,205,178,93,1979-12-05,Espoo,FIN,,forwards,20112012,CGY
8475264,https://assets.nhle.com/mugs/nhl/20112012/CGY/8475264.png,Roman,Horak,21.0,C,L,72,170,183,77,1991-05-21,České Budějovice,CZE,,forwards,20112012,CGY
8462042,https://assets.nhle.com/mugs/nhl/20112012/CGY/8462042.png,Jarome,Iginla,12.0,R,R,73,210,185,95,1977-07-01,Edmonton,CAN,AB,forwards,20112012,CGY
8469120,https://assets.nhle.com/mugs/nhl/20112012/CGY/8469120.png,Raitis,Ivanans,41.0,L,L,76,231,193,105,1979-01-03,Riga,LVA,,forwards,20112012,CGY
8469490,https://assets.nhle.com/mugs/nhl/20112012/CGY/8469490.png,Tim,Jackman,15.0,R,R,74,225,188,102,1981-11-14,Minot,USA,ND,forwards,20112012,CGY
8466140,https://assets.nhle.com/mugs/nhl/20112012/CGY/8466140.png,Olli,Jokinen,13.0,C,L,74,210,188,95,1978-12-05,Kuopio,FIN,,forwards,20112012,CGY
8471767,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471767.png,Blair,Jones,19.0,C,R,74,216,188,98,1986-09-27,Central Butte,CAN,SK,forwards,20112012,CGY
8468499,https://assets.nhle.com/mugs/nhl/20112012/CGY/8468499.png,Krys,Kolanos,8.0,C,R,74,195,188,88,1981-07-27,Calgary,CAN,AB,forwards,20112012,CGY
8466398,https://assets.nhle.com/mugs/nhl/20112012/CGY/8466398.png,Tom,Kostopoulos,16.0,R,R,72,197,183,89,1979-01-24,Mississauga,CAN,ON,forwards,20112012,CGY
8471428,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471428.png,Pierre-Luc,Letourneau-Leblond,24.0,R,L,73,218,185,99,1985-06-04,Levis,CAN,QC,forwards,20112012,CGY
8459461,https://assets.nhle.com/mugs/nhl/20112012/CGY/8459461.png,Brendan,Morrison,8.0,C,L,71,176,180,80,1975-08-15,Pitt Meadows,CAN,BC,forwards,20112012,CGY
8469664,https://assets.nhle.com/mugs/nhl/20112012/CGY/8469664.png,David,Moss,25.0,R,R,76,210,193,95,1981-12-28,Livonia,USA,MI,forwards,20112012,CGY
8474587,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474587.png,Greg,Nemisz,48.0,C,R,75,197,191,89,1990-06-05,Courtice,CAN,ON,forwards,20112012,CGY
8470162,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470162.png,Matt,Stajan,18.0,C,L,73,195,185,88,1983-12-19,Mississauga,CAN,ON,forwards,20112012,CGY
8470740,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470740.png,Lee,Stempniak,22.0,R,R,71,195,180,88,1983-02-04,West Seneca,USA,NY,forwards,20112012,CGY
8467338,https://assets.nhle.com/mugs/nhl/20112012/CGY/8467338.png,Alex,Tanguay,40.0,L,L,73,194,185,88,1979-11-21,Ste-Justine,CAN,QC,forwards,20112012,CGY
8470265,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470265.png,Anton,Babchuk,33.0,D,R,77,200,196,91,1984-05-06,Kiev,UKR,,defensemen,20112012,CGY
8470151,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470151.png,Jay,Bouwmeester,4.0,D,L,76,206,193,93,1983-09-27,Edmonton,CAN,AB,defensemen,20112012,CGY
8474673,https://assets.nhle.com/mugs/nhl/20112012/CGY/8474673.png,TJ,Brodie,7.0,D,L,74,187,188,85,1990-06-07,Chatham,CAN,ON,defensemen,20112012,CGY
8471761,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471761.png,Chris,Butler,44.0,D,L,73,196,185,89,1986-10-27,St. Louis,USA,MO,defensemen,20112012,CGY
8471321,https://assets.nhle.com/mugs/nhl/20112012/CGY/8471321.png,Brett,Carson,3.0,D,R,76,210,193,95,1985-11-29,Regina,CAN,SK,defensemen,20112012,CGY
8470966,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470966.png,Mark,Giordano,5.0,D,L,72,205,183,93,1983-10-03,Toronto,CAN,ON,defensemen,20112012,CGY
8466158,https://assets.nhle.com/mugs/nhl/20112012/CGY/8466158.png,Scott,Hannan,23.0,D,L,73,215,185,98,1979-01-23,Richmond,CAN,BC,defensemen,20112012,CGY
8473921,https://assets.nhle.com/mugs/nhl/20112012/CGY/8473921.png,Joe,Piskula,43.0,D,L,75,205,191,93,1984-07-05,Antigo,USA,WI,defensemen,20112012,CGY
8464981,https://assets.nhle.com/mugs/nhl/20112012/CGY/8464981.png,Cory,Sarich,6.0,D,R,76,207,193,94,1978-08-16,Saskatoon,CAN,SK,defensemen,20112012,CGY
8473953,https://assets.nhle.com/mugs/nhl/20112012/CGY/8473953.png,Derek,Smith,27.0,D,L,73,197,185,89,1984-10-13,Belleville,CAN,ON,defensemen,20112012,CGY
8472262,https://assets.nhle.com/mugs/nhl/20112012/CGY/8472262.png,Clay,Wilson,21.0,D,L,72,195,183,88,1983-04-05,Sturgeon Lake,USA,MN,defensemen,20112012,CGY
8473414,https://assets.nhle.com/mugs/nhl/20112012/CGY/8473414.png,Leland,Irving,37.0,G,L,72,177,183,80,1988-04-11,Barrhead,CAN,AB,goalies,20112012,CGY
8475431,https://assets.nhle.com/mugs/nhl/20112012/CGY/8475431.png,Henrik,Karlsson,35.0,G,L,78,209,198,95,1983-11-27,Tumba,SWE,,goalies,20112012,CGY
